INFRASA,Trab.,Matricula,Peso,Aviación,Aerolinea Av.,Vuelo,Tarjeta,Fecha,Hora,Dest./Or.,Nombre Dest./Or.
32655,SKPE,hp1565,50000,Comercial,RPB,625,Entrada,02/28/2020 12:00:00 AM,23:07,MPTO,TOCUMEN
32656,SKPE,HK5266,17894,Comercial,EFY,9188,Entrada,02/28/2020 12:00:00 AM,23:10,SKBO,BOGOTA
32657,SKPE,N416AV,77000,Comercial,AVA,9817,Entrada,02/28/2020 12:00:00 AM,23:18,SKBO,BOGOTA
32658,SKPE,N416AV,77000,Comercial,AVA,9857,Entrada,02/29/2020 12:00:00 AM,05:15,SKSP,SAN ANDRES
32659,SKPE,HK5071,17894,Comercial,EFY,9050,Entrada,02/29/2020 12:00:00 AM,06:48,SKMD,MEDELLIN
32660,SKPE,N416AV,77000,Comercial,AVA,8407,Entrada,02/29/2020 12:00:00 AM,08:10,SKBO,BOGOTA
32661,SKPE,N751AV,75500,Comercial,AVA,8511,Entrada,02/29/2020 12:00:00 AM,09:45,SKBO,BOGOTA
32662,SKPE,HK5313,18600,Comercial,EFY,9052,Entrada,02/29/2020 12:00:00 AM,10:10,SKMD,MEDELLIN
32663,SKPE,hk5335,73500,Comercial,FAST COLOMBIA S.A.S,8287,Entrada,02/29/2020 12:00:00 AM,10:24,SKCG,CARTAGENA
32664,SKPE,hk5293,22800,Comercial,EFY,9106,Entrada,02/29/2020 12:00:00 AM,10:48,SKBO,BOGOTA
32665,SKPE,HK5222,77000,Comercial,FAST COLOMBIA S.A.S,6768,Entrada,02/29/2020 12:00:00 AM,11:22,SKBO,BOGOTA
32666,SKPE,N416AV,77000,Comercial,AVA,9805,Entrada,02/29/2020 12:00:00 AM,11:30,SKBO,BOGOTA
32673,SKPE,N751AV,75500,Comercial,AVA,8515,Entrada,02/29/2020 12:00:00 AM,13:10,SKBO,BOGOTA
32674,SKPE,HK5071,17894,Comercial,EFY,9056,Entrada,02/29/2020 12:00:00 AM,13:32,SKMD,MEDELLIN
32679,SKPE,N821AV,77000,Comercial,AVA,8503,Entrada,02/29/2020 12:00:00 AM,14:48,SKBO,BOGOTA
32680,SKPE,HK5322,23000,Comercial,EFY,7752,Entrada,02/29/2020 12:00:00 AM,15:16,SKBO,BOGOTA
32681,SKPE,HK5071,17894,Comercial,EFY,9058,Entrada,02/29/2020 12:00:00 AM,15:40,SKMD,MEDELLIN
32682,SKPE,N422AV,75500,Comercial,AVA,8517,Entrada,02/29/2020 12:00:00 AM,17:15,SKBO,BOGOTA
32684,SKPE,N821AV,77000,Comercial,AVA,9417,Entrada,02/29/2020 12:00:00 AM,17:44,SKBO,BOGOTA
32685,SKPE,HK5322,23000,Comercial,EFY,9184,Entrada,02/29/2020 12:00:00 AM,18:03,SKBO,BOGOTA
32686,SKPE,HK5308,73500,Comercial,FAST COLOMBIA S.A.S,8091,Entrada,02/29/2020 12:00:00 AM,20:10,SKCG,CARTAGENA
32687,SKPE,hk5293,22800,Comercial,EFY,9186,Entrada,02/29/2020 12:00:00 AM,20:25,SKBO,BOGOTA
32688,SKPE,HK5039,23000,Comercial,AVA,8403,Entrada,02/29/2020 12:00:00 AM,20:25,SKBO,BOGOTA
32689,SKPE,HK5305,78000,Comercial,FAST COLOMBIA S.A.S,8070,Entrada,02/29/2020 12:00:00 AM,20:58,SKSM,SANTA MARTA
32690,SKPE,hk5320,73500,Comercial,FAST COLOMBIA S.A.S,8134,Entrada,02/29/2020 12:00:00 AM,20:54,SKBO,BOGOTA
32691,SKPE,N751AV,75500,Comercial,AVA,9831,Entrada,02/29/2020 12:00:00 AM,22:00,SKBO,BOGOTA
32692,SKPE,CCBAW,73500,Comercial,ARE,4210,Entrada,02/29/2020 12:00:00 AM,23:00,SKBO,BOGOTA
32693,SKPE,HP1560,50000,Comercial,RPB,625,Entrada,02/29/2020 12:00:00 AM,23:04,MPTO,TOCUMEN
32694,SKPE,N939AV,77000,Comercial,AVA,9817,Entrada,02/29/2020 12:00:00 AM,23:19,SKBO,BOGOTA
32695,SKPE,N939AV,77000,Comercial,AVA,9857,Entrada,03/01/2020 12:00:00 AM,05:16,SKSP,SAN ANDRES
32696,SKPE,N939AV,77000,Comercial,AVA,8407,Entrada,03/01/2020 12:00:00 AM,09:00,SKBO,BOGOTA
32697,SKPE,HK5278,73500,Comercial,FAST COLOMBIA S.A.S,8287,Entrada,03/01/2020 12:00:00 AM,09:43,SKCG,CARTAGENA
32698,SKPE,N519AV,75500,Comercial,AVA,8511,Entrada,03/01/2020 12:00:00 AM,10:16,SKBO,BOGOTA
32702,SKPE,HK5142,77000,Comercial,FAST COLOMBIA S.A.S,6768,Entrada,03/01/2020 12:00:00 AM,11:21,SKBO,BOGOTA
32703,SKPE,N728AV,77000,Comercial,AVA,9805,Entrada,03/01/2020 12:00:00 AM,11:34,SKBO,BOGOTA
32704,SKPE,HK5292,22800,Comercial,EFY,9108,Entrada,03/01/2020 12:00:00 AM,12:00,SKBO,BOGOTA
32706,SKPE,N519AV,75500,Comercial,AVA,8515,Entrada,03/01/2020 12:00:00 AM,12:54,SKBO,BOGOTA
32707,SKPE,HK5070,18600,Comercial,EFY,9056,Entrada,03/01/2020 12:00:00 AM,13:19,SKMD,MEDELLIN
32708,SKPE,N90024,73029,Comercial,AAL,1135,Entrada,03/01/2020 12:00:00 AM,14:00,KMIA,MIAMI
32709,SKPE,N454AV,77000,Comercial,AVA,8503,Entrada,03/01/2020 12:00:00 AM,14:50,SKBO,BOGOTA
32710,SKPE,HK5322,23000,Comercial,EFY,7752,Entrada,03/01/2020 12:00:00 AM,15:21,SKBO,BOGOTA
32712,SKPE,HK5315,11250,Comercial,EFY,9058,Entrada,03/01/2020 12:00:00 AM,15:20,SKMD,MEDELLIN
32713,SKPE,HP1567,50000,Comercial,RPB,685,Entrada,03/01/2020 12:00:00 AM,17:07,MPTO,TOCUMEN
32714,SKPE,N398AV,77000,Comercial,AVA,8517,Entrada,03/01/2020 12:00:00 AM,17:10,SKBO,BOGOTA
32715,SKPE,N454AV,77000,Comercial,AVA,9417,Entrada,03/01/2020 12:00:00 AM,18:00,SKBO,BOGOTA
32716,SKPE,HK5315,11250,Comercial,EFY,9176,Entrada,03/01/2020 12:00:00 AM,18:10,SKMD,MEDELLIN
32717,SKPE,hk5347,22800,Comercial,EFY,9184,Entrada,03/01/2020 12:00:00 AM,18:46,SKBO,BOGOTA
32718,SKPE,HK5222,77000,Comercial,FAST COLOMBIA S.A.S,8070,Entrada,03/01/2020 12:00:00 AM,18:47,SKSM,SANTA MARTA
32719,SKPE,CCCOY,70000,Comercial,ARE,4210,Entrada,03/01/2020 12:00:00 AM,19:20,SKBO,BOGOTA
32720,SKPE,HK5319,73500,Comercial,FAST COLOMBIA S.A.S,8091,Entrada,03/01/2020 12:00:00 AM,19:30,SKCG,CARTAGENA
32721,SKPE,N519AV,75500,Comercial,AVA,9831,Entrada,03/01/2020 12:00:00 AM,20:17,SKBO,BOGOTA
32724,SKPE,HK5322,23000,Comercial,EFY,9188,Entrada,03/01/2020 12:00:00 AM,21:40,SKBO,BOGOTA
32725,SKPE,HP1559,50000,Comercial,RPB,625,Entrada,03/01/2020 12:00:00 AM,23:10,MPTO,TOCUMEN
32726,SKPE,N481AV,77000,Comercial,AVA,9817,Entrada,03/01/2020 12:00:00 AM,23:05,SKBO,BOGOTA
32727,SKPE,N690AV,75500,Comercial,AVA,8539,Entrada,03/02/2020 12:00:00 AM,06:42,SKBO,BOGOTA
32728,SKPE,HK5071,17894,Comercial,EFY,9050,Entrada,03/02/2020 12:00:00 AM,06:50,SKMD,MEDELLIN
32729,SKPE,HK5322,23000,Comercial,EFY,9104,Entrada,03/02/2020 12:00:00 AM,07:56,SKBO,BOGOTA
32730,SKPE,N481AV,77000,Comercial,AVA,8407,Entrada,03/02/2020 12:00:00 AM,08:29,SKBO,BOGOTA
32731,SKPE,HK5321,18600,Comercial,EFY,9052,Entrada,03/02/2020 12:00:00 AM,09:50,SKMD,MEDELLIN
32732,SKPE,N690AV,75500,Comercial,AVA,8511,Entrada,03/02/2020 12:00:00 AM,09:45,SKBO,BOGOTA
32735,SKPE,HK5275,73500,Comercial,FAST COLOMBIA S.A.S,8287,Entrada,03/02/2020 12:00:00 AM,10:29,SKCG,CARTAGENA
32736,SKPE,HK5322,23000,Comercial,EFY,9106,Entrada,03/02/2020 12:00:00 AM,10:44,SKBO,BOGOTA
32737,SKPE,hk5320,73500,Comercial,FAST COLOMBIA S.A.S,6768,Entrada,03/02/2020 12:00:00 AM,11:09,SKBO,BOGOTA
32738,SKPE,N481AV,77000,Comercial,AVA,9805,Entrada,03/02/2020 12:00:00 AM,11:15,SKBO,BOGOTA
32743,SKPE,N557AV,75500,Comercial,AVA,8515,Entrada,03/02/2020 12:00:00 AM,13:07,SKBO,BOGOTA
32744,SKPE,hk5314,11250,Comercial,EFY,9056,Entrada,03/02/2020 12:00:00 AM,13:17,SKMD,MEDELLIN
32745,SKPE,N481AV,77000,Comercial,AVA,8503,Entrada,03/02/2020 12:00:00 AM,14:42,SKBO,BOGOTA
32746,SKPE,hk5293,22800,Comercial,EFY,7752,Entrada,03/02/2020 12:00:00 AM,15:45,SKBO,BOGOTA
32747,SKPE,N730AV,75500,Comercial,AVA,8517,Entrada,03/02/2020 12:00:00 AM,17:03,SKBO,BOGOTA
32748,SKPE,N538AV,77000,Comercial,AVA,9417,Entrada,03/02/2020 12:00:00 AM,18:10,SKBO,BOGOTA
32749,SKPE,HK5318,73500,Comercial,FAST COLOMBIA S.A.S,8070,Entrada,03/02/2020 12:00:00 AM,18:35,SKSM,SANTA MARTA
32750,SKPE,HK5071,17894,Comercial,EFY,9058,Entrada,03/02/2020 12:00:00 AM,18:00,SKMD,MEDELLIN
32751,SKPE,hk5293,22800,Comercial,EFY,9184,Entrada,03/02/2020 12:00:00 AM,19:01,SKBO,BOGOTA
32752,SKPE,CCCPL,70000,Comercial,ARE,4210,Entrada,03/02/2020 12:00:00 AM,19:30,SKBO,BOGOTA
32753,SKPE,HK5142,77000,Comercial,FAST COLOMBIA S.A.S,8091,Entrada,03/02/2020 12:00:00 AM,19:41,SKCG,CARTAGENA
32754,SKPE,N939AV,77000,Comercial,AVA,9831,Entrada,03/02/2020 12:00:00 AM,19:50,SKBO,BOGOTA
32761,SKPE,HK5051,77000,Comercial,FAST COLOMBIA S.A.S,8134,Entrada,03/02/2020 12:00:00 AM,20:35,SKBO,BOGOTA
32762,SKPE,HK5266,17894,Comercial,EFY,8943,Entrada,03/02/2020 12:00:00 AM,20:32,SKUI,QUIBDO
32763,SKPE,HK5071,17894,Comercial,EFY,7782,Entrada,03/02/2020 12:00:00 AM,21:10,SKRG,RIONEGRO
32764,SKPE,hk5293,22800,Comercial,EFY,9188,Entrada,03/03/2020 12:00:00 AM,00:13,SKBO,BOGOTA
32765,SKPE,HP1540,50000,Comercial,RPB,625,Entrada,03/02/2020 12:00:00 AM,23:03,MPTO,TOCUMEN
32766,SKPE,N647AV,75500,Comercial,AVA,8539,Entrada,03/03/2020 12:00:00 AM,06:51,SKBO,BOGOTA
32767,SKPE,HK5282,18600,Comercial,EFY,9050,Entrada,03/03/2020 12:00:00 AM,07:33,SKMD,MEDELLIN
32769,SKPE,hk5293,22800,Comercial,EFY,9104,Entrada,03/03/2020 12:00:00 AM,08:07,SKBO,BOGOTA
32770,SKPE,N862AV,77000,Comercial,AVA,8407,Entrada,03/03/2020 12:00:00 AM,08:39,SKBO,BOGOTA
32772,SKPE,HK5236,18600,Comercial,EFY,9052,Entrada,03/03/2020 12:00:00 AM,10:05,SKMD,MEDELLIN
32773,SKPE,N726AV,75500,Comercial,AVA,8511,Entrada,03/03/2020 12:00:00 AM,10:15,SKBO,BOGOTA
32774,SKPE,HK5278,73500,Comercial,FAST COLOMBIA S.A.S,8287,Entrada,03/03/2020 12:00:00 AM,10:29,SKCG,CARTAGENA
32775,SKPE,HK5222,77000,Comercial,FAST COLOMBIA S.A.S,6768,Entrada,03/03/2020 12:00:00 AM,11:16,SKBO,BOGOTA
32776,SKPE,N862AV,77000,Comercial,AVA,9805,Entrada,03/03/2020 12:00:00 AM,11:46,SKBO,BOGOTA
32780,SKPE,HK5322,23000,Comercial,EFY,9106,Entrada,03/03/2020 12:00:00 AM,12:40,SKBO,BOGOTA
32781,SKPE,N519AV,75500,Comercial,AVA,8515,Entrada,03/03/2020 12:00:00 AM,13:07,SKBO,BOGOTA
32785,SKPE,HK5282,18600,Comercial,EFY,9056,Entrada,03/03/2020 12:00:00 AM,13:42,SKMD,MEDELLIN
32786,SKPE,N9022G,73029,Comercial,AAL,1135,Entrada,03/03/2020 12:00:00 AM,14:02,KMIA,MIAMI
32788,SKPE,N862AV,77000,Comercial,AVA,8503,Entrada,03/03/2020 12:00:00 AM,15:15,SKBO,BOGOTA
32789,SKPE,HK5294,22800,Comercial,EFY,7752,Entrada,03/03/2020 12:00:00 AM,17:10,SKBO,BOGOTA
32790,SKPE,N726AV,75500,Comercial,AVA,8517,Entrada,03/03/2020 12:00:00 AM,17:21,SKBO,BOGOTA
32791,SKPE,N862AV,77000,Comercial,AVA,9417,Entrada,03/03/2020 12:00:00 AM,18:22,SKBO,BOGOTA
32792,SKPE,HK5305,78000,Comercial,FAST COLOMBIA S.A.S,8070,Entrada,03/03/2020 12:00:00 AM,18:34,SKSM,SANTA MARTA
32793,SKPE,hk5314,11250,Comercial,EFY,9058,Entrada,03/03/2020 12:00:00 AM,18:47,SKMD,MEDELLIN
32794,SKPE,hk5320,73500,Comercial,FAST COLOMBIA S.A.S,8091,Entrada,03/03/2020 12:00:00 AM,19:20,SKCG,CARTAGENA
32796,SKPE,CCCPJ,70000,Comercial,ARE,4210,Entrada,03/03/2020 12:00:00 AM,19:24,SKBO,BOGOTA
32799,SKPE,HK5294,22800,Comercial,EFY,9184,Entrada,03/03/2020 12:00:00 AM,20:38,SKBO,BOGOTA
32800,SKPE,hk5314,11250,Comercial,EFY,9176,Entrada,03/03/2020 12:00:00 AM,21:15,SKMD,MEDELLIN
32801,SKPE,HK5322,23000,Comercial,EFY,9188,Entrada,03/03/2020 12:00:00 AM,21:51,SKBO,BOGOTA
32802,SKPE,HK5308,73500,Comercial,FAST COLOMBIA S.A.S,8134,Entrada,03/03/2020 12:00:00 AM,21:55,SKBO,BOGOTA
32803,SKPE,HP1556,50000,Comercial,RPB,625,Entrada,03/03/2020 12:00:00 AM,23:14,MPTO,TOCUMEN
32804,SKPE,N481AV,77000,Comercial,AVA,9817,Entrada,03/03/2020 12:00:00 AM,23:27,SKBO,BOGOTA
32805,SKPE,hk5314,11250,Comercial,EFY,7782,Entrada,03/03/2020 12:00:00 AM,23:17,SKRG,RIONEGRO
32806,SKPE,N481AV,77000,Comercial,AVA,9857,Entrada,03/04/2020 12:00:00 AM,05:10,SKSP,SAN ANDRES
32807,SKPE,N939AV,77000,Comercial,AVA,8539,Entrada,03/04/2020 12:00:00 AM,06:41,SKBO,BOGOTA
32808,SKPE,HK5322,23000,Comercial,EFY,9104,Entrada,03/04/2020 12:00:00 AM,07:55,SKBO,BOGOTA
32811,SKPE,N481AV,77000,Comercial,AVA,8407,Entrada,03/04/2020 12:00:00 AM,08:39,SKBO,BOGOTA
32813,SKPE,HK5275,73500,Comercial,FAST COLOMBIA S.A.S,8287,Entrada,03/04/2020 12:00:00 AM,09:39,SKCG,CARTAGENA
32814,SKPE,N422AV,75500,Comercial,AVA,8511,Entrada,03/04/2020 12:00:00 AM,09:55,SKBO,BOGOTA
32815,SKPE,HK5070,18600,Comercial,EFY,9052,Entrada,03/04/2020 12:00:00 AM,10:18,SKMD,MEDELLIN
32816,SKPE,HK5322,23000,Comercial,EFY,9106,Entrada,03/04/2020 12:00:00 AM,10:49,SKBO,BOGOTA
32819,SKPE,HK5318,73500,Comercial,FAST COLOMBIA S.A.S,6768,Entrada,03/04/2020 12:00:00 AM,11:09,SKBO,BOGOTA
32820,SKPE,N862AV,77000,Comercial,AVA,9805,Entrada,03/04/2020 12:00:00 AM,11:18,SKBO,BOGOTA
32821,SKPE,N422AV,75500,Comercial,AVA,8515,Entrada,03/04/2020 12:00:00 AM,13:05,SKBO,BOGOTA
32822,SKPE,CCCPF,70000,Comercial,ARE,4212,Entrada,03/04/2020 12:00:00 AM,13:26,SKBO,BOGOTA
32827,SKPE,HK5315,11250,Comercial,EFY,9056,Entrada,03/04/2020 12:00:00 AM,14:59,SKMD,MEDELLIN
32828,SKPE,N401AV,77000,Comercial,AVA,8503,Entrada,03/04/2020 12:00:00 AM,14:59,SKBO,BOGOTA
32829,SKPE,HK5294,22800,Comercial,EFY,7752,Entrada,03/04/2020 12:00:00 AM,15:26,SKBO,BOGOTA
32830,SKPE,HK5071,17894,Comercial,EFY,9058,Entrada,03/04/2020 12:00:00 AM,15:35,SKMD,MEDELLIN
32832,SKPE,N690AV,75500,Comercial,AVA,8517,Entrada,03/04/2020 12:00:00 AM,17:01,SKBO,BOGOTA
32833,SKPE,N751AV,75500,Comercial,AVA,9417,Entrada,03/04/2020 12:00:00 AM,17:53,SKBO,BOGOTA
32834,SKPE,HK5294,22800,Comercial,EFY,9184,Entrada,03/04/2020 12:00:00 AM,18:15,SKBO,BOGOTA
32835,SKPE,HK5305,78000,Comercial,FAST COLOMBIA S.A.S,8070,Entrada,03/04/2020 12:00:00 AM,18:32,SKSM,SANTA MARTA
32836,SKPE,HK5327,73500,Comercial,FAST COLOMBIA S.A.S,8091,Entrada,03/04/2020 12:00:00 AM,19:19,SKCG,CARTAGENA
32837,SKPE,N422AV,75500,Comercial,AVA,9831,Entrada,03/04/2020 12:00:00 AM,19:41,SKBO,BOGOTA
32838,SKPE,hk5320,73500,Comercial,FAST COLOMBIA S.A.S,8134,Entrada,03/04/2020 12:00:00 AM,20:06,SKBO,BOGOTA
32839,SKPE,HK5315,11250,Comercial,EFY,9176,Entrada,03/04/2020 12:00:00 AM,20:33,SKMD,MEDELLIN
32840,SKPE,HK5294,22800,Comercial,EFY,9188,Entrada,03/04/2020 12:00:00 AM,21:16,SKBO,BOGOTA
32842,SKPE,HK5315,11250,Comercial,EFY,7782,Entrada,03/04/2020 12:00:00 AM,23:04,SKRG,RIONEGRO
32843,SKPE,N538AV,77000,Comercial,AVA,9817,Entrada,03/04/2020 12:00:00 AM,23:00,SKBO,BOGOTA
32844,SKPE,HP1569,50000,Comercial,RPB,625,Entrada,03/04/2020 12:00:00 AM,23:10,MPTO,TOCUMEN
32845,SKPE,N538AV,77000,Comercial,AVA,9857,Entrada,03/05/2020 12:00:00 AM,05:20,SKSP,SAN ANDRES
32846,SKPE,N695AV,75500,Comercial,AVA,8539,Entrada,03/05/2020 12:00:00 AM,06:47,SKBO,BOGOTA
32847,SKPE,HK5159,18600,Comercial,EFY,9050,Entrada,03/05/2020 12:00:00 AM,06:50,SKMD,MEDELLIN
32848,SKPE,HK5294,22800,Comercial,EFY,9104,Entrada,03/05/2020 12:00:00 AM,08:02,SKBO,BOGOTA
32849,SKPE,N538AV,77000,Comercial,AVA,8407,Entrada,03/05/2020 12:00:00 AM,08:30,SKBO,BOGOTA
32850,SKPE,HK5237,18600,Comercial,EFY,9052,Entrada,03/05/2020 12:00:00 AM,10:00,SKMD,MEDELLIN
32851,SKPE,HK5275,73500,Comercial,FAST COLOMBIA S.A.S,8287,Entrada,03/05/2020 12:00:00 AM,10:49,SKCG,CARTAGENA
32852,SKPE,N723AV,75500,Comercial,AVA,8511,Entrada,03/05/2020 12:00:00 AM,10:50,SKBO,BOGOTA
32856,SKPE,HK5294,22800,Comercial,EFY,9106,Entrada,03/05/2020 12:00:00 AM,10:58,SKBO,BOGOTA
32857,SKPE,hk5276,73500,Comercial,FAST COLOMBIA S.A.S,6768,Entrada,03/05/2020 12:00:00 AM,11:14,SKBO,BOGOTA
32858,SKPE,N538AV,77000,Comercial,AVA,9805,Entrada,03/05/2020 12:00:00 AM,11:22,SKBO,BOGOTA
32859,SKPE,HK5315,11250,Comercial,EFY,9056,Entrada,03/05/2020 12:00:00 AM,13:32,SKMD,MEDELLIN
32860,SKPE,N723AV,75500,Comercial,AVA,8515,Entrada,03/05/2020 12:00:00 AM,13:52,SKBO,BOGOTA
32861,SKPE,CCCPL,70000,Comercial,ARE,4212,Entrada,03/05/2020 12:00:00 AM,13:57,SKBO,BOGOTA
32862,SKPE,N70020,73029,Comercial,AAL,1135,Entrada,03/05/2020 12:00:00 AM,14:13,KMIA,MIAMI
32863,SKPE,N538AV,77000,Comercial,AVA,8503,Entrada,03/05/2020 12:00:00 AM,15:24,SKBO,BOGOTA
32864,SKPE,hk5293,22800,Comercial,EFY,7752,Entrada,03/05/2020 12:00:00 AM,15:51,SKBO,BOGOTA
32865,SKPE,HK5315,11250,Comercial,EFY,9058,Entrada,03/05/2020 12:00:00 AM,16:01,SKMD,MEDELLIN
32872,SKPE,N723AV,75500,Comercial,AVA,8517,Entrada,03/05/2020 12:00:00 AM,17:09,SKBO,BOGOTA
32873,SKPE,hp1565,50000,Comercial,RPB,685,Entrada,03/05/2020 12:00:00 AM,17:36,MPTO,TOCUMEN
32874,SKPE,N862AV,77000,Comercial,AVA,9417,Entrada,03/05/2020 12:00:00 AM,17:59,SKBO,BOGOTA
32875,SKPE,HK5341,11250,Comercial,EFY,9176,Entrada,03/05/2020 12:00:00 AM,18:14,SKMD,MEDELLIN
32876,SKPE,HK5318,73500,Comercial,FAST COLOMBIA S.A.S,8070,Entrada,03/05/2020 12:00:00 AM,18:37,SKSM,SANTA MARTA
32877,SKPE,hk5293,22800,Comercial,EFY,9184,Entrada,03/05/2020 12:00:00 AM,18:54,SKBO,BOGOTA
32878,SKPE,HK5327,73500,Comercial,FAST COLOMBIA S.A.S,8091,Entrada,03/05/2020 12:00:00 AM,19:18,SKCG,CARTAGENA
32879,SKPE,HK5305,78000,Comercial,FAST COLOMBIA S.A.S,8134,Entrada,03/05/2020 12:00:00 AM,19:56,SKBO,BOGOTA
32880,SKPE,N345AV,77000,Comercial,AVA,9831,Entrada,03/05/2020 12:00:00 AM,20:20,SKBO,BOGOTA
32881,SKPE,HK5199,18600,Comercial,EFY,9186,Entrada,03/05/2020 12:00:00 AM,20:38,SKBO,BOGOTA
32882,SKPE,HK5331,18600,Comercial,EFY,7782,Entrada,03/05/2020 12:00:00 AM,21:07,SKRG,RIONEGRO
32883,SKPE,hk5293,22800,Comercial,EFY,9188,Entrada,03/05/2020 12:00:00 AM,21:38,SKBO,BOGOTA
32884,SKPE,N422AV,75500,Comercial,AVA,9817,Entrada,03/06/2020 12:00:00 AM,00:01,SKBO,BOGOTA
32885,SKPE,HP1559,50000,Comercial,RPB,625,Entrada,03/05/2020 12:00:00 AM,22:59,MPTO,TOCUMEN
32886,SKPE,N730AV,75500,Comercial,AVA,8539,Entrada,03/06/2020 12:00:00 AM,06:43,SKBO,BOGOTA
32887,SKPE,HK5071,17894,Comercial,EFY,9050,Entrada,03/06/2020 12:00:00 AM,06:45,SKMD,MEDELLIN
32888,SKPE,hk5293,22800,Comercial,EFY,9104,Entrada,03/06/2020 12:00:00 AM,08:03,SKBO,BOGOTA
32889,SKPE,N195AV,77000,Comercial,AVA,8407,Entrada,03/06/2020 12:00:00 AM,08:43,SKBO,BOGOTA
32890,SKPE,HK5275,73500,Comercial,FAST COLOMBIA S.A.S,8287,Entrada,03/06/2020 12:00:00 AM,09:46,SKCG,CARTAGENA
32891,SKPE,HK5313,18600,Comercial,EFY,9052,Entrada,03/06/2020 12:00:00 AM,09:55,SKMD,MEDELLIN
32892,SKPE,N730AV,75500,Comercial,AVA,8511,Entrada,03/06/2020 12:00:00 AM,10:15,SKBO,BOGOTA
32894,SKPE,HK5221,77000,Comercial,FAST COLOMBIA S.A.S,6768,Entrada,03/06/2020 12:00:00 AM,11:18,SKBO,BOGOTA
32895,SKPE,hk5293,22800,Comercial,EFY,9106,Entrada,03/06/2020 12:00:00 AM,11:08,SKBO,BOGOTA
32896,SKPE,N750AV,77000,Comercial,AVA,9805,Entrada,03/06/2020 12:00:00 AM,11:25,SKBO,BOGOTA
32897,SKPE,N284AV,77000,Comercial,AVA,8515,Entrada,03/06/2020 12:00:00 AM,12:52,SKBO,BOGOTA
32906,SKPE,CCCPJ,70000,Comercial,ARE,4212,Entrada,03/06/2020 12:00:00 AM,14:07,SKBO,BOGOTA
32907,SKPE,HK5331,18600,Comercial,EFY,9056,Entrada,03/06/2020 12:00:00 AM,14:49,SKMD,MEDELLIN
32908,SKPE,N750AV,77000,Comercial,AVA,8503,Entrada,03/06/2020 12:00:00 AM,15:08,SKBO,BOGOTA
32909,SKPE,HK5071,17894,Comercial,EFY,9058,Entrada,03/06/2020 12:00:00 AM,15:57,SKMD,MEDELLIN
32910,SKPE,N741AV,75500,Comercial,AVA,8517,Entrada,03/06/2020 12:00:00 AM,17:39,SKBO,BOGOTA
32911,SKPE,HK5294,22800,Comercial,EFY,7752,Entrada,03/06/2020 12:00:00 AM,17:55,SKBO,BOGOTA
32913,SKPE,N740AV,77000,Comercial,AVA,9417,Entrada,03/06/2020 12:00:00 AM,18:02,SKBO,BOGOTA
32914,SKPE,HK5222,77000,Comercial,FAST COLOMBIA S.A.S,8070,Entrada,03/06/2020 12:00:00 AM,18:36,SKSM,SANTA MARTA
32915,SKPE,HK5331,18600,Comercial,EFY,9176,Entrada,03/06/2020 12:00:00 AM,18:42,SKMD,MEDELLIN
32916,SKPE,hk5335,73500,Comercial,FAST COLOMBIA S.A.S,8091,Entrada,03/06/2020 12:00:00 AM,19:21,SKCG,CARTAGENA
32917,SKPE,N690AV,75500,Comercial,AVA,9831,Entrada,03/06/2020 12:00:00 AM,19:48,SKBO,BOGOTA
32922,SKPE,hk5293,22800,Comercial,EFY,9184,Entrada,03/06/2020 12:00:00 AM,20:51,SKBO,BOGOTA
32923,SKPE,HK5331,18600,Comercial,EFY,7782,Entrada,03/06/2020 12:00:00 AM,22:24,SKRG,RIONEGRO
32924,SKPE,HK5322,23000,Comercial,EFY,9186,Entrada,03/06/2020 12:00:00 AM,22:47,SKBO,BOGOTA
32925,SKPE,HP1540,50000,Comercial,RPB,625,Entrada,03/06/2020 12:00:00 AM,23:05,MPTO,TOCUMEN
32926,SKPE,N939AV,77000,Comercial,AVA,9817,Entrada,03/07/2020 12:00:00 AM,00:02,SKBO,BOGOTA
32927,SKPE,HK5294,22800,Comercial,EFY,9188,Entrada,03/06/2020 12:00:00 AM,23:51,SKBO,BOGOTA
32928,SKPE,HK5331,18600,Comercial,EFY,7786,Entrada,03/07/2020 12:00:00 AM,00:45,SKRG,RIONEGRO
32929,SKPE,HK5236,18600,Comercial,EFY,9050,Entrada,03/07/2020 12:00:00 AM,06:40,SKMD,MEDELLIN
32930,SKPE,N939AV,77000,Comercial,AVA,8407,Entrada,03/07/2020 12:00:00 AM,08:14,SKBO,BOGOTA
32931,SKPE,N730AV,75500,Comercial,AVA,8511,Entrada,03/07/2020 12:00:00 AM,10:11,SKBO,BOGOTA
32932,SKPE,HK5199,18600,Comercial,EFY,9052,Entrada,03/07/2020 12:00:00 AM,10:16,SKMD,MEDELLIN
32933,SKPE,HK5294,22800,Comercial,EFY,9106,Entrada,03/07/2020 12:00:00 AM,10:47,SKBO,BOGOTA
32934,SKPE,hk5320,73500,Comercial,FAST COLOMBIA S.A.S,8287,Entrada,03/07/2020 12:00:00 AM,10:38,SKCG,CARTAGENA
32935,SKPE,N939AV,77000,Comercial,AVA,9805,Entrada,03/07/2020 12:00:00 AM,11:25,SKBO,BOGOTA
32936,SKPE,HK5327,73500,Comercial,FAST COLOMBIA S.A.S,6768,Entrada,03/07/2020 12:00:00 AM,11:22,SKBO,BOGOTA
